,title,stats,type,highlighted,home,away,match_id
0,Ball possession,"[55, 45]",graph,home,55,45,1894343
1,Total shots,"[11, 13]",text,away,11,13,1894343
2,Big chances,"[0, 0]",text,equal,0,0,1894343
3,Big chances missed,"[0, 0]",text,equal,0,0,1894343
4,Accurate passes,"['421 (82%)', '328 (79%)']",text,home,421 (82%),328 (79%),1894343
5,Fouls committed,"[9, 19]",text,home,9,19,1894343
6,Offsides,"[1, 1]",text,equal,1,1,1894343
7,Corners,"[3, 3]",text,equal,3,3,1894343
0,Shots,"[None, None]",title,equal,,,1894343
1,Total shots,"[11, 13]",text,away,11.0,13.0,1894343
2,Shots off target,"[6, 5]",text,home,6.0,5.0,1894343
3,Shots on target,"[3, 5]",text,away,3.0,5.0,1894343
4,Blocked shots,"[2, 3]",text,away,2.0,3.0,1894343
5,Hit woodwork,"[0, 0]",text,equal,0.0,0.0,1894343
6,Shots inside box,"[7, 4]",text,home,7.0,4.0,1894343
7,Shots outside box,"[4, 9]",text,away,4.0,9.0,1894343
0,Passes,"[None, None]",title,equal,,,1894343
1,Passes,"[512, 417]",text,home,512,417,1894343
2,Accurate passes,"['421 (82%)', '328 (79%)']",text,home,421 (82%),328 (79%),1894343
3,Own half,"[0, 0]",text,equal,0,0,1894343
4,Opposition half,"[185, 209]",text,away,185,209,1894343
5,Accurate long balls,"['43 (63%)', '18 (33%)']",text,home,43 (63%),18 (33%),1894343
6,Accurate crosses,"['0 (0%)', '0 (0%)']",text,equal,0 (0%),0 (0%),1894343
7,Throws,"[12, 15]",text,away,12,15,1894343
0,Defence,"[None, None]",title,equal,,,1894343
1,Tackles won,"['12 (92%)', '12 (92%)']",text,equal,12 (92%),12 (92%),1894343
2,Interceptions,"[14, 21]",text,away,14,21,1894343
3,Blocks,"[0, 0]",text,equal,0,0,1894343
4,Clearances,"[16, 22]",text,away,16,22,1894343
5,Keeper saves,"[4, 1]",text,home,4,1,1894343
0,Duels,"[None, None]",title,equal,,,1894343
1,Duels won,"[50, 31]",text,home,50,31,1894343
2,Ground duels won,"['36 (61%)', '23 (39%)']",text,home,36 (61%),23 (39%),1894343
3,Aerial duels won,"['14 (64%)', '8 (36%)']",text,home,14 (64%),8 (36%),1894343
4,Successful dribbles,"['4 (44%)', '3 (50%)']",text,home,4 (44%),3 (50%),1894343
0,Discipline,"[None, None]",title,equal,,,1894343
1,Yellow cards,"[1, 3]",text,away,1.0,3.0,1894343
2,Red cards,"[0, 0]",text,equal,0.0,0.0,1894343
0,Ball possession,"[62, 38]",graph,home,62,38,1894401
1,Total shots,"[13, 15]",text,away,13,15,1894401
2,Big chances,"[3, 0]",text,home,3,0,1894401
3,Big chances missed,"[1, 0]",text,away,1,0,1894401
4,Accurate passes,"['426 (86%)', '238 (79%)']",text,home,426 (86%),238 (79%),1894401
5,Fouls committed,"[23, 14]",text,away,23,14,1894401
6,Offsides,"[6, 3]",text,away,6,3,1894401
7,Corners,"[3, 2]",text,home,3,2,1894401
0,Shots,"[None, None]",title,equal,,,1894401
1,Total shots,"[13, 15]",text,away,13.0,15.0,1894401
2,Shots off target,"[6, 8]",text,away,6.0,8.0,1894401
3,Shots on target,"[6, 4]",text,home,6.0,4.0,1894401
4,Blocked shots,"[1, 3]",text,away,1.0,3.0,1894401
5,Hit woodwork,"[0, 0]",text,equal,0.0,0.0,1894401
6,Shots inside box,"[10, 9]",text,home,10.0,9.0,1894401
7,Shots outside box,"[3, 6]",text,away,3.0,6.0,1894401
0,Passes,"[None, None]",title,equal,,,1894401
