,title,stats,type,highlighted,home,away,match_id
6,Offsides,"[2, 1]",text,away,2,1,2443305
7,Corners,"[7, 4]",text,home,7,4,2443305
0,Shots,"[None, None]",title,equal,,,2443305
1,Total shots,"[15, 9]",text,home,15.0,9.0,2443305
2,Shots off target,"[4, 4]",text,equal,4.0,4.0,2443305
3,Shots on target,"[3, 4]",text,away,3.0,4.0,2443305
4,Blocked shots,"[8, 1]",text,home,8.0,1.0,2443305
5,Hit woodwork,"[1, 0]",text,home,1.0,0.0,2443305
6,Shots inside box,"[8, 4]",text,home,8.0,4.0,2443305
7,Shots outside box,"[7, 5]",text,home,7.0,5.0,2443305
0,Passes,"[None, None]",title,equal,,,2443305
1,Passes,"[433, 372]",text,home,433,372,2443305
2,Accurate passes,"['364 (84%)', '295 (79%)']",text,home,364 (84%),295 (79%),2443305
3,Own half,"[0, 0]",text,equal,0,0,2443305
4,Opposition half,"[188, 135]",text,home,188,135,2443305
5,Accurate long balls,"['41 (61%)', '45 (57%)']",text,away,41 (61%),45 (57%),2443305
6,Accurate crosses,"['0 (0%)', '0 (0%)']",text,equal,0 (0%),0 (0%),2443305
7,Throws,"[11, 10]",text,home,11,10,2443305
0,Defence,"[None, None]",title,equal,,,2443305
1,Tackles won,"['12 (86%)', '14 (67%)']",text,away,12 (86%),14 (67%),2443305
2,Interceptions,"[9, 12]",text,away,9,12,2443305
3,Blocks,"[0, 0]",text,equal,0,0,2443305
4,Clearances,"[35, 24]",text,home,35,24,2443305
5,Keeper saves,"[2, 1]",text,home,2,1,2443305
0,Duels,"[None, None]",title,equal,,,2443305
1,Duels won,"[55, 58]",text,away,55,58,2443305
2,Ground duels won,"['40 (49%)', '41 (51%)']",text,away,40 (49%),41 (51%),2443305
3,Aerial duels won,"['15 (47%)', '17 (53%)']",text,away,15 (47%),17 (53%),2443305
4,Successful dribbles,"['13 (62%)', '9 (69%)']",text,home,13 (62%),9 (69%),2443305
0,Discipline,"[None, None]",title,equal,,,2443305
1,Yellow cards,"[2, 0]",text,home,2.0,0.0,2443305
2,Red cards,"[0, 1]",text,away,0.0,1.0,2443305
0,Ball possession,"[61, 39]",graph,home,61,39,2443307
1,Total shots,"[12, 7]",text,home,12,7,2443307
2,Big chances,"[0, 0]",text,equal,0,0,2443307
3,Big chances missed,"[0, 0]",text,equal,0,0,2443307
4,Accurate passes,"['400 (80%)', '238 (72%)']",text,home,400 (80%),238 (72%),2443307
5,Fouls committed,"[15, 14]",text,away,15,14,2443307
6,Offsides,"[6, 1]",text,away,6,1,2443307
7,Corners,"[4, 4]",text,equal,4,4,2443307
0,Shots,"[None, None]",title,equal,,,2443307
1,Total shots,"[12, 7]",text,home,12.0,7.0,2443307
2,Shots off target,"[8, 2]",text,home,8.0,2.0,2443307
3,Shots on target,"[2, 4]",text,away,2.0,4.0,2443307
4,Blocked shots,"[2, 1]",text,home,2.0,1.0,2443307
5,Hit woodwork,"[0, 1]",text,away,0.0,1.0,2443307
6,Shots inside box,"[8, 5]",text,home,8.0,5.0,2443307
7,Shots outside box,"[4, 2]",text,home,4.0,2.0,2443307
0,Passes,"[None, None]",title,equal,,,2443307
1,Passes,"[502, 330]",text,home,502,330,2443307
2,Accurate passes,"['400 (80%)', '238 (72%)']",text,home,400 (80%),238 (72%),2443307
3,Own half,"[0, 0]",text,equal,0,0,2443307
4,Opposition half,"[224, 122]",text,home,224,122,2443307
5,Accurate long balls,"['44 (56%)', '32 (39%)']",text,home,44 (56%),32 (39%),2443307
6,Accurate crosses,"['0 (0%)', '0 (0%)']",text,equal,0 (0%),0 (0%),2443307
7,Throws,"[31, 11]",text,home,31,11,2443307
0,Defence,"[None, None]",title,equal,,,2443307
1,Tackles won,"['13 (81%)', '15 (94%)']",text,away,13 (81%),15 (94%),2443307
2,Interceptions,"[10, 23]",text,away,10,23,2443307
3,Blocks,"[0, 0]",text,equal,0,0,2443307
4,Clearances,"[10, 30]",text,away,10,30,2443307
5,Keeper saves,"[3, 2]",text,home,3,2,2443307
0,Duels,"[None, None]",title,equal,,,2443307
1,Duels won,"[49, 50]",text,away,49,50,2443307
2,Ground duels won,"['40 (53%)', '35 (47%)']",text,home,40 (53%),35 (47%),2443307
3,Aerial duels won,"['9 (38%)', '15 (63%)']",text,away,9 (38%),15 (63%),2443307
4,Successful dribbles,"['10 (63%)', '5 (50%)']",text,home,10 (63%),5 (50%),2443307
0,Discipline,"[None, None]",title,equal,,,2443307
1,Yellow cards,"[2, 3]",text,away,2.0,3.0,2443307
2,Red cards,"[0, 0]",text,equal,0.0,0.0,2443307
0,Ball possession,"[61, 39]",graph,home,61,39,2443308
1,Total shots,"[18, 10]",text,home,18,10,2443308
2,Big chances,"[0, 0]",text,equal,0,0,2443308
3,Big chances missed,"[0, 0]",text,equal,0,0,2443308
4,Accurate passes,"['475 (87%)', '274 (80%)']",text,home,475 (87%),274 (80%),2443308
5,Fouls committed,"[9, 7]",text,away,9,7,2443308
6,Offsides,"[2, 2]",text,equal,2,2,2443308
7,Corners,"[6, 5]",text,home,6,5,2443308
0,Shots,"[None, None]",title,equal,,,2443308
1,Total shots,"[18, 10]",text,home,18.0,10.0,2443308
2,Shots off target,"[5, 6]",text,away,5.0,6.0,2443308
3,Shots on target,"[12, 3]",text,home,12.0,3.0,2443308
4,Blocked shots,"[1, 1]",text,equal,1.0,1.0,2443308
5,Hit woodwork,"[0, 1]",text,away,0.0,1.0,2443308
6,Shots inside box,"[11, 3]",text,home,11.0,3.0,2443308
7,Shots outside box,"[7, 7]",text,equal,7.0,7.0,2443308
0,Passes,"[None, None]",title,equal,,,2443308
1,Passes,"[547, 344]",text,home,547,344,2443308
2,Accurate passes,"['475 (87%)', '274 (80%)']",text,home,475 (87%),274 (80%),2443308
3,Own half,"[0, 0]",text,equal,0,0,2443308
4,Opposition half,"[183, 122]",text,home,183,122,2443308
5,Accurate long balls,"['41 (58%)', '37 (61%)']",text,home,41 (58%),37 (61%),2443308
6,Accurate crosses,"['0 (0%)', '0 (0%)']",text,equal,0 (0%),0 (0%),2443308
7,Throws,"[14, 13]",text,home,14,13,2443308
0,Defence,"[None, None]",title,equal,,,2443308
1,Tackles won,"['11 (79%)', '10 (63%)']",text,home,11 (79%),10 (63%),2443308
2,Interceptions,"[14, 22]",text,away,14,22,2443308
3,Blocks,"[0, 0]",text,equal,0,0,2443308
4,Clearances,"[24, 15]",text,home,24,15,2443308
5,Keeper saves,"[3, 7]",text,away,3,7,2443308
0,Duels,"[None, None]",title,equal,,,2443308
1,Duels won,"[30, 39]",text,away,30,39,2443308
2,Ground duels won,"['26 (44%)', '33 (56%)']",text,away,26 (44%),33 (56%),2443308
3,Aerial duels won,"['4 (40%)', '6 (60%)']",text,away,4 (40%),6 (60%),2443308
4,Successful dribbles,"['5 (63%)', '9 (56%)']",text,away,5 (63%),9 (56%),2443308
0,Discipline,"[None, None]",title,equal,,,2443308
1,Yellow cards,"[0, 0]",text,equal,0.0,0.0,2443308
2,Red cards,"[0, 1]",text,away,0.0,1.0,2443308
0,Ball possession,"[50, 50]",graph,equal,50,50,2443312
1,Total shots,"[6, 15]",text,away,6,15,2443312
2,Big chances,"[0, 0]",text,equal,0,0,2443312
3,Big chances missed,"[0, 0]",text,equal,0,0,2443312
4,Accurate passes,"['349 (81%)', '359 (85%)']",text,away,349 (81%),359 (85%),2443312
5,Fouls committed,"[14, 6]",text,away,14,6,2443312
6,Offsides,"[2, 0]",text,away,2,0,2443312
7,Corners,"[5, 8]",text,away,5,8,2443312
0,Shots,"[None, None]",title,equal,,,2443312
1,Total shots,"[6, 15]",text,away,6.0,15.0,2443312
2,Shots off target,"[1, 3]",text,away,1.0,3.0,2443312
3,Shots on target,"[4, 6]",text,away,4.0,6.0,2443312
4,Blocked shots,"[1, 6]",text,away,1.0,6.0,2443312
5,Hit woodwork,"[1, 1]",text,equal,1.0,1.0,2443312
6,Shots inside box,"[4, 7]",text,away,4.0,7.0,2443312
7,Shots outside box,"[2, 8]",text,away,2.0,8.0,2443312
0,Passes,"[None, None]",title,equal,,,2443312
1,Passes,"[429, 424]",text,home,429,424,2443312
2,Accurate passes,"['349 (81%)', '359 (85%)']",text,away,349 (81%),359 (85%),2443312
3,Own half,"[0, 0]",text,equal,0,0,2443312
4,Opposition half,"[157, 224]",text,away,157,224,2443312
5,Accurate long balls,"['39 (55%)', '31 (57%)']",text,home,39 (55%),31 (57%),2443312
6,Accurate crosses,"['0 (0%)', '0 (0%)']",text,equal,0 (0%),0 (0%),2443312
7,Throws,"[16, 10]",text,home,16,10,2443312
0,Defence,"[None, None]",title,equal,,,2443312
1,Tackles won,"['17 (81%)', '7 (58%)']",text,home,17 (81%),7 (58%),2443312
2,Interceptions,"[14, 10]",text,home,14,10,2443312
3,Blocks,"[0, 0]",text,equal,0,0,2443312
4,Clearances,"[13, 14]",text,away,13,14,2443312
5,Keeper saves,"[5, 1]",text,home,5,1,2443312
0,Duels,"[None, None]",title,equal,,,2443312
1,Duels won,"[39, 36]",text,home,39,36,2443312
2,Ground duels won,"['35 (53%)', '31 (47%)']",text,home,35 (53%),31 (47%),2443312
3,Aerial duels won,"['4 (44%)', '5 (56%)']",text,away,4 (44%),5 (56%),2443312
4,Successful dribbles,"['9 (75%)', '6 (33%)']",text,home,9 (75%),6 (33%),2443312
0,Discipline,"[None, None]",title,equal,,,2443312
1,Yellow cards,"[6, 1]",text,home,6.0,1.0,2443312
2,Red cards,"[0, 0]",text,equal,0.0,0.0,2443312
0,Ball possession,"[49, 51]",graph,away,49,51,2443311
1,Total shots,"[9, 17]",text,away,9,17,2443311
2,Big chances,"[0, 0]",text,equal,0,0,2443311
3,Big chances missed,"[0, 0]",text,equal,0,0,2443311
4,Accurate passes,"['315 (77%)', '342 (82%)']",text,away,315 (77%),342 (82%),2443311
5,Fouls committed,"[18, 10]",text,away,18,10,2443311
6,Offsides,"[1, 0]",text,away,1,0,2443311
7,Corners,"[2, 9]",text,away,2,9,2443311
0,Shots,"[None, None]",title,equal,,,2443311
1,Total shots,"[9, 17]",text,away,9.0,17.0,2443311
2,Shots off target,"[6, 9]",text,away,6.0,9.0,2443311
3,Shots on target,"[2, 2]",text,equal,2.0,2.0,2443311
4,Blocked shots,"[1, 6]",text,away,1.0,6.0,2443311
5,Hit woodwork,"[0, 1]",text,away,0.0,1.0,2443311
6,Shots inside box,"[6, 13]",text,away,6.0,13.0,2443311
7,Shots outside box,"[3, 4]",text,away,3.0,4.0,2443311
0,Passes,"[None, None]",title,equal,,,2443311
1,Passes,"[408, 416]",text,away,408,416,2443311
2,Accurate passes,"['315 (77%)', '342 (82%)']",text,away,315 (77%),342 (82%),2443311
3,Own half,"[0, 0]",text,equal,0,0,2443311
4,Opposition half,"[127, 205]",text,away,127,205,2443311
5,Accurate long balls,"['32 (48%)', '28 (53%)']",text,home,32 (48%),28 (53%),2443311
6,Accurate crosses,"['0 (0%)', '0 (0%)']",text,equal,0 (0%),0 (0%),2443311
7,Throws,"[15, 28]",text,away,15,28,2443311
0,Defence,"[None, None]",title,equal,,,2443311
1,Tackles won,"['22 (81%)', '6 (75%)']",text,home,22 (81%),6 (75%),2443311
2,Interceptions,"[9, 16]",text,away,9,16,2443311
3,Blocks,"[0, 0]",text,equal,0,0,2443311
4,Clearances,"[35, 15]",text,home,35,15,2443311
5,Keeper saves,"[2, 0]",text,home,2,0,2443311
0,Duels,"[None, None]",title,equal,,,2443311
1,Duels won,"[54, 57]",text,away,54,57,2443311
2,Ground duels won,"['44 (52%)', '41 (48%)']",text,home,44 (52%),41 (48%),2443311
3,Aerial duels won,"['10 (38%)', '16 (62%)']",text,away,10 (38%),16 (62%),2443311
4,Successful dribbles,"['9 (56%)', '17 (55%)']",text,away,9 (56%),17 (55%),2443311
0,Discipline,"[None, None]",title,equal,,,2443311
1,Yellow cards,"[4, 2]",text,home,4.0,2.0,2443311
2,Red cards,"[0, 0]",text,equal,0.0,0.0,2443311
0,Ball possession,"[52, 48]",graph,home,52,48,2443309
1,Total shots,"[7, 9]",text,away,7,9,2443309
2,Big chances,"[0, 0]",text,equal,0,0,2443309
3,Big chances missed,"[0, 0]",text,equal,0,0,2443309
4,Accurate passes,"['397 (84%)', '364 (84%)']",text,home,397 (84%),364 (84%),2443309
5,Fouls committed,"[14, 12]",text,away,14,12,2443309
6,Offsides,"[1, 2]",text,home,1,2,2443309
7,Corners,"[0, 2]",text,away,0,2,2443309
0,Shots,"[None, None]",title,equal,,,2443309
1,Total shots,"[7, 9]",text,away,7.0,9.0,2443309
2,Shots off target,"[5, 4]",text,home,5.0,4.0,2443309
3,Shots on target,"[1, 3]",text,away,1.0,3.0,2443309
4,Blocked shots,"[1, 2]",text,away,1.0,2.0,2443309
5,Hit woodwork,"[0, 0]",text,equal,0.0,0.0,2443309
6,Shots inside box,"[3, 4]",text,away,3.0,4.0,2443309
7,Shots outside box,"[4, 5]",text,away,4.0,5.0,2443309
0,Passes,"[None, None]",title,equal,,,2443309
1,Passes,"[470, 434]",text,home,470,434,2443309
2,Accurate passes,"['397 (84%)', '364 (84%)']",text,home,397 (84%),364 (84%),2443309
3,Own half,"[0, 0]",text,equal,0,0,2443309
4,Opposition half,"[188, 135]",text,home,188,135,2443309
5,Accurate long balls,"['26 (47%)', '22 (43%)']",text,home,26 (47%),22 (43%),2443309
6,Accurate crosses,"['0 (0%)', '0 (0%)']",text,equal,0 (0%),0 (0%),2443309
7,Throws,"[17, 18]",text,away,17,18,2443309
0,Defence,"[None, None]",title,equal,,,2443309
1,Tackles won,"['14 (88%)', '12 (63%)']",text,home,14 (88%),12 (63%),2443309
2,Interceptions,"[11, 9]",text,home,11,9,2443309
3,Blocks,"[0, 0]",text,equal,0,0,2443309
4,Clearances,"[18, 13]",text,home,18,13,2443309
5,Keeper saves,"[2, 0]",text,home,2,0,2443309
0,Duels,"[None, None]",title,equal,,,2443309
1,Duels won,"[44, 50]",text,away,44,50,2443309
2,Ground duels won,"['35 (48%)', '38 (52%)']",text,away,35 (48%),38 (52%),2443309
3,Aerial duels won,"['9 (43%)', '12 (57%)']",text,away,9 (43%),12 (57%),2443309
4,Successful dribbles,"['7 (44%)', '6 (46%)']",text,home,7 (44%),6 (46%),2443309
0,Discipline,"[None, None]",title,equal,,,2443309
1,Yellow cards,"[3, 1]",text,home,3.0,1.0,2443309
2,Red cards,"[0, 0]",text,equal,0.0,0.0,2443309
0,Ball possession,"[58, 42]",graph,home,58,42,2443310
1,Total shots,"[13, 8]",text,home,13,8,2443310
2,Big chances,"[0, 0]",text,equal,0,0,2443310
3,Big chances missed,"[0, 0]",text,equal,0,0,2443310
4,Accurate passes,"['359 (79%)', '240 (71%)']",text,home,359 (79%),240 (71%),2443310
5,Fouls committed,"[12, 10]",text,away,12,10,2443310
6,Offsides,"[4, 0]",text,away,4,0,2443310
7,Corners,"[8, 3]",text,home,8,3,2443310
0,Shots,"[None, None]",title,equal,,,2443310
1,Total shots,"[13, 8]",text,home,13.0,8.0,2443310
2,Shots off target,"[8, 3]",text,home,8.0,3.0,2443310
3,Shots on target,"[1, 4]",text,away,1.0,4.0,2443310
4,Blocked shots,"[4, 1]",text,home,4.0,1.0,2443310
5,Hit woodwork,"[1, 1]",text,equal,1.0,1.0,2443310
6,Shots inside box,"[9, 6]",text,home,9.0,6.0,2443310
7,Shots outside box,"[4, 2]",text,home,4.0,2.0,2443310
0,Passes,"[None, None]",title,equal,,,2443310
1,Passes,"[456, 338]",text,home,456,338,2443310
2,Accurate passes,"['359 (79%)', '240 (71%)']",text,home,359 (79%),240 (71%),2443310
3,Own half,"[0, 0]",text,equal,0,0,2443310
4,Opposition half,"[193, 90]",text,home,193,90,2443310
5,Accurate long balls,"['35 (51%)', '23 (31%)']",text,home,35 (51%),23 (31%),2443310
6,Accurate crosses,"['0 (0%)', '0 (0%)']",text,equal,0 (0%),0 (0%),2443310
7,Throws,"[25, 16]",text,home,25,16,2443310
0,Defence,"[None, None]",title,equal,,,2443310
1,Tackles won,"['13 (76%)', '13 (81%)']",text,equal,13 (76%),13 (81%),2443310
2,Interceptions,"[10, 15]",text,away,10,15,2443310
3,Blocks,"[0, 0]",text,equal,0,0,2443310
4,Clearances,"[20, 27]",text,away,20,27,2443310
5,Keeper saves,"[2, 1]",text,home,2,1,2443310
0,Duels,"[None, None]",title,equal,,,2443310
1,Duels won,"[51, 44]",text,home,51,44,2443310
2,Ground duels won,"['38 (55%)', '31 (45%)']",text,home,38 (55%),31 (45%),2443310
3,Aerial duels won,"['13 (50%)', '13 (50%)']",text,equal,13 (50%),13 (50%),2443310
4,Successful dribbles,"['11 (69%)', '4 (44%)']",text,home,11 (69%),4 (44%),2443310
0,Discipline,"[None, None]",title,equal,,,2443310
1,Yellow cards,"[1, 1]",text,equal,1.0,1.0,2443310
2,Red cards,"[0, 0]",text,equal,0.0,0.0,2443310
0,Ball possession,"[45, 55]",graph,away,45,55,2443313
1,Total shots,"[9, 13]",text,away,9,13,2443313
2,Big chances,"[2, 2]",text,equal,2,2,2443313
3,Big chances missed,"[1, 1]",text,equal,1,1,2443313
4,Accurate passes,"['311 (82%)', '386 (83%)']",text,away,311 (82%),386 (83%),2443313
5,Fouls committed,"[5, 9]",text,home,5,9,2443313
6,Offsides,"[1, 0]",text,away,1,0,2443313
7,Corners,"[0, 10]",text,away,0,10,2443313
0,Shots,"[None, None]",title,equal,,,2443313
1,Total shots,"[9, 13]",text,away,9.0,13.0,2443313
2,Shots off target,"[4, 4]",text,equal,4.0,4.0,2443313
3,Shots on target,"[5, 7]",text,away,5.0,7.0,2443313
4,Blocked shots,"[0, 2]",text,away,0.0,2.0,2443313
5,Hit woodwork,"[0, 0]",text,equal,0.0,0.0,2443313
6,Shots inside box,"[4, 9]",text,away,4.0,9.0,2443313
7,Shots outside box,"[5, 4]",text,home,5.0,4.0,2443313
0,Passes,"[None, None]",title,equal,,,2443313
1,Passes,"[381, 465]",text,away,381,465,2443313
2,Accurate passes,"['311 (82%)', '386 (83%)']",text,away,311 (82%),386 (83%),2443313
3,Own half,"[187, 201]",text,away,187,201,2443313
4,Opposition half,"[124, 185]",text,away,124,185,2443313
5,Accurate long balls,"['41 (59%)', '43 (61%)']",text,away,41 (59%),43 (61%),2443313
6,Accurate crosses,"['1 (8%)', '7 (29%)']",text,away,1 (8%),7 (29%),2443313
7,Throws,"[20, 14]",text,home,20,14,2443313
0,Defence,"[None, None]",title,equal,,,2443313
1,Tackles won,"['12 (75%)', '15 (75%)']",text,away,12 (75%),15 (75%),2443313
2,Interceptions,"[15, 7]",text,home,15,7,2443313
3,Blocks,"[0, 0]",text,equal,0,0,2443313
4,Clearances,"[24, 13]",text,home,24,13,2443313
5,Keeper saves,"[6, 2]",text,home,6,2,2443313
0,Duels,"[None, None]",title,equal,,,2443313
1,Duels won,"[37, 37]",text,equal,37,37,2443313
2,Ground duels won,"['28 (49%)', '29 (51%)']",text,away,28 (49%),29 (51%),2443313
3,Aerial duels won,"['9 (53%)', '8 (47%)']",text,home,9 (53%),8 (47%),2443313
4,Successful dribbles,"['5 (63%)', '5 (38%)']",text,equal,5 (63%),5 (38%),2443313
0,Discipline,"[None, None]",title,equal,,,2443313
1,Yellow cards,"[2, 0]",text,home,2.0,0.0,2443313
2,Red cards,"[0, 0]",text,equal,0.0,0.0,2443313
0,Ball possession,"[70, 30]",graph,home,70,30,2443314
1,Total shots,"[15, 7]",text,home,15,7,2443314
2,Big chances,"[0, 0]",text,equal,0,0,2443314
3,Big chances missed,"[0, 0]",text,equal,0,0,2443314
4,Accurate passes,"['452 (79%)', '147 (59%)']",text,home,452 (79%),147 (59%),2443314
5,Fouls committed,"[5, 15]",text,home,5,15,2443314
6,Offsides,"[2, 3]",text,home,2,3,2443314
7,Corners,"[9, 2]",text,home,9,2,2443314
0,Shots,"[None, None]",title,equal,,,2443314
1,Total shots,"[15, 7]",text,home,15.0,7.0,2443314
2,Shots off target,"[7, 2]",text,home,7.0,2.0,2443314
3,Shots on target,"[2, 3]",text,away,2.0,3.0,2443314
4,Blocked shots,"[6, 2]",text,home,6.0,2.0,2443314
5,Hit woodwork,"[0, 0]",text,equal,0.0,0.0,2443314
6,Shots inside box,"[12, 4]",text,home,12.0,4.0,2443314
7,Shots outside box,"[3, 3]",text,equal,3.0,3.0,2443314
0,Passes,"[None, None]",title,equal,,,2443314
1,Passes,"[570, 249]",text,home,570,249,2443314
2,Accurate passes,"['452 (79%)', '147 (59%)']",text,home,452 (79%),147 (59%),2443314
3,Own half,"[0, 0]",text,equal,0,0,2443314
4,Opposition half,"[211, 92]",text,home,211,92,2443314
5,Accurate long balls,"['61 (56%)', '15 (27%)']",text,home,61 (56%),15 (27%),2443314
6,Accurate crosses,"['0 (0%)', '0 (0%)']",text,equal,0 (0%),0 (0%),2443314
7,Throws,"[33, 11]",text,home,33,11,2443314
0,Defence,"[None, None]",title,equal,,,2443314
1,Tackles won,"['4 (40%)', '10 (63%)']",text,away,4 (40%),10 (63%),2443314
2,Interceptions,"[13, 23]",text,away,13,23,2443314
3,Blocks,"[0, 0]",text,equal,0,0,2443314
4,Clearances,"[12, 56]",text,away,12,56,2443314
5,Keeper saves,"[2, 0]",text,home,2,0,2443314
0,Duels,"[None, None]",title,equal,,,2443314
1,Duels won,"[41, 36]",text,home,41,36,2443314
2,Ground duels won,"['31 (57%)', '23 (43%)']",text,home,31 (57%),23 (43%),2443314
3,Aerial duels won,"['10 (43%)', '13 (57%)']",text,away,10 (43%),13 (57%),2443314
4,Successful dribbles,"['8 (73%)', '3 (50%)']",text,home,8 (73%),3 (50%),2443314
0,Discipline,"[None, None]",title,equal,,,2443314
1,Yellow cards,"[1, 1]",text,equal,1.0,1.0,2443314
2,Red cards,"[0, 1]",text,away,0.0,1.0,2443314
0,Ball possession,"[44, 56]",graph,away,44,56,2443315
1,Total shots,"[10, 10]",text,equal,10,10,2443315
2,Big chances,"[0, 0]",text,equal,0,0,2443315
3,Big chances missed,"[0, 0]",text,equal,0,0,2443315
4,Accurate passes,"['279 (78%)', '348 (80%)']",text,away,279 (78%),348 (80%),2443315
5,Fouls committed,"[9, 14]",text,home,9,14,2443315
6,Offsides,"[1, 1]",text,equal,1,1,2443315
7,Corners,"[2, 6]",text,away,2,6,2443315
0,Shots,"[None, None]",title,equal,,,2443315
1,Total shots,"[10, 10]",text,equal,10.0,10.0,2443315
2,Shots off target,"[4, 4]",text,equal,4.0,4.0,2443315
3,Shots on target,"[6, 3]",text,home,6.0,3.0,2443315
4,Blocked shots,"[0, 3]",text,away,0.0,3.0,2443315
5,Hit woodwork,"[0, 1]",text,away,0.0,1.0,2443315
6,Shots inside box,"[8, 8]",text,equal,8.0,8.0,2443315
7,Shots outside box,"[2, 2]",text,equal,2.0,2.0,2443315
0,Passes,"[None, None]",title,equal,,,2443315
1,Passes,"[360, 433]",text,away,360,433,2443315
2,Accurate passes,"['279 (78%)', '348 (80%)']",text,away,279 (78%),348 (80%),2443315
3,Own half,"[0, 0]",text,equal,0,0,2443315
4,Opposition half,"[130, 153]",text,away,130,153,2443315
5,Accurate long balls,"['32 (45%)', '40 (63%)']",text,away,32 (45%),40 (63%),2443315
6,Accurate crosses,"['0 (0%)', '0 (0%)']",text,equal,0 (0%),0 (0%),2443315
7,Throws,"[13, 18]",text,away,13,18,2443315
0,Defence,"[None, None]",title,equal,,,2443315
1,Tackles won,"['14 (78%)', '14 (61%)']",text,equal,14 (78%),14 (61%),2443315
2,Interceptions,"[24, 16]",text,home,24,16,2443315
3,Blocks,"[0, 0]",text,equal,0,0,2443315
4,Clearances,"[20, 13]",text,home,20,13,2443315
5,Keeper saves,"[3, 3]",text,equal,3,3,2443315
0,Duels,"[None, None]",title,equal,,,2443315
1,Duels won,"[55, 48]",text,home,55,48,2443315
2,Ground duels won,"['42 (54%)', '36 (46%)']",text,home,42 (54%),36 (46%),2443315
3,Aerial duels won,"['13 (52%)', '12 (48%)']",text,home,13 (52%),12 (48%),2443315
4,Successful dribbles,"['11 (48%)', '4 (40%)']",text,home,11 (48%),4 (40%),2443315
0,Discipline,"[None, None]",title,equal,,,2443315
1,Yellow cards,"[0, 2]",text,away,0.0,2.0,2443315
2,Red cards,"[0, 0]",text,equal,0.0,0.0,2443315
0,Ball possession,"[52, 48]",graph,home,52,48,2443321
1,Total shots,"[20, 12]",text,home,20,12,2443321
2,Big chances,"[0, 0]",text,equal,0,0,2443321
3,Big chances missed,"[0, 0]",text,equal,0,0,2443321
4,Accurate passes,"['325 (78%)', '314 (77%)']",text,home,325 (78%),314 (77%),2443321
5,Fouls committed,"[20, 23]",text,home,20,23,2443321
6,Offsides,"[3, 0]",text,away,3,0,2443321
7,Corners,"[7, 0]",text,home,7,0,2443321
